,bikeid,mean_tripduration
6973,26029,759.2329749103943
7347,26563,759.2341597796143
2193,17269,759.2426035502958
8029,27270,759.2666666666667
10369,30047,759.2875
9813,29096,759.2957746478874
1458,16382,759.3028571428572
8209,27484,759.3228346456693
2384,17502,759.3391812865497
7297,26510,759.358064516129
8549,27825,759.4961240310078
7893,27134,759.5148514851485
8492,27768,759.5322128851541
11121,30857,759.5531914893617
13272,33304,759.5783783783784
13275,33307,759.6370967741935
5933,24956,759.6412556053812
7689,26925,759.6430769230769
4958,20775,759.6463414634146
13197,33227,759.648275862069
3283,18583,759.6558441558442
6510,25556,759.665071770335
13239,33270,759.6826347305389
11011,30743,759.7004608294931
7137,26344,759.7109144542773
10537,30232,759.7244897959183
13429,33466,759.7268292682927
8551,27827,759.7312925170068
6132,25161,759.7580174927114
9142,28421,759.8257261410788
12748,32757,759.8309178743962
12566,32569,759.8518518518518
12689,32696,759.8603603603603
8700,27976,759.8962264150944
8235,27510,759.9247787610619
6191,25224,759.9423076923077
11656,31430,759.950495049505
6366,25406,759.9621621621621
5998,25021,760.0168918918919
6776,25824,760.0209059233449
8586,27862,760.0464285714286
1350,16242,760.059633027523
11195,30937,760.0930232558139
6052,25078,760.1061946902655
12130,32120,760.1168831168832
2017,17054,760.1295336787565
10349,30026,760.1428571428571
12872,32893,760.1464968152866
12415,32413,760.1557788944724
2288,17380,760.1605504587156
7452,26684,760.1818181818181
6578,25624,760.215625
812,15557,760.229268292683
3224,18512,760.2882882882883
9253,28534,760.2991452991453
11594,31364,760.3701298701299
6589,25635,760.4253968253968
12645,32652,760.44
9177,28456,760.5375375375376
5223,21091,760.5448717948718
9419,28701,760.5575757575757
9327,28608,760.5639344262295
3592,18952,760.5819209039548
6282,25317,760.6275659824047
1264,16134,760.6363636363636
4264,19782,760.6912751677852
8913,28189,760.74
11410,31172,760.76
11396,31158,760.7616279069767
12186,32178,760.7739130434783
2231,17313,760.7806451612903
3834,19258,760.7869822485208
10296,29973,760.8076923076923
10634,30340,760.8121212121212
6386,25428,760.8201058201058
11834,31625,760.8394495412844
4188,19688,760.8730158730159
12003,31990,760.8780487804878
10100,29730,760.8865979381443
13112,33139,760.8934010152284
10837,30563,760.8947368421053
9361,28642,760.903345724907
11218,30961,760.90625
11684,31458,760.952380952381
11621,31391,760.9808917197453
7798,27035,761.0363636363636
9747,29029,761.043352601156
10819,30542,761.0502793296089
6027,25052,761.0756578947369
12709,32718,761.081081081081
11724,31502,761.108280254777
10211,29881,761.1917098445596
6895,25947,761.1926229508197
6391,25433,761.1944444444445
11617,31387,761.2146341463415
13443,33532,761.2163742690059
13094,33121,761.2488038277512
8686,27962,761.2640449438202
11898,31790,761.2755555555556
10588,30286,761.3045977011494
11504,31267,761.3333333333334
1966,16993,761.358407079646
8928,28204,761.3665835411472
9587,28869,761.4104046242775
11161,30900,761.4444444444445
13026,33051,761.4486486486486
2706,17888,761.4590163934427
8284,27560,761.4714828897338
6219,25252,761.483606557377
12956,32980,761.4925373134329
11435,31197,761.5090909090909
10814,30537,761.5189873417721
13090,33117,761.5309278350516
1438,16355,761.5397489539749
2095,17146,761.5486111111111
5206,21071,761.5890410958904
5394,21289,761.5890410958904
3869,19301,761.625
5922,24942,761.6338028169014
1791,16785,761.6933333333334
5880,24897,761.780701754386
12398,32396,761.8811188811189
2611,17769,761.8878504672897
12094,32083,761.9176470588235
13259,33291,761.9319727891157
2405,17527,761.9444444444445
13445,33539,761.9469696969697
5840,24856,761.9617486338798
9898,29192,761.9619289340102
12641,32647,761.9703703703703
12442,32441,761.9712230215828
10273,29950,761.9719626168225
7200,26408,762.0226537216829
6762,25810,762.0287769784172
6093,25120,762.0797101449275
13367,33402,762.1355932203389
1000,15796,762.1416666666667
5742,21709,762.1542857142857
4358,19899,762.1847133757962
11291,31044,762.1987577639752
1044,15853,762.2110552763819
12045,32033,762.2924528301887
5956,24979,762.4208754208754
7125,26332,762.434250764526
3380,18696,762.4372294372295
11044,30777,762.5333333333333
4774,20526,762.5403726708074
11665,31439,762.5581395348837
845,15599,762.563025210084
955,15741,762.5724137931035
10685,30395,762.5767441860465
1551,16490,762.5833333333334
13343,33377,762.5933014354067
6530,25576,762.6046511627907
7328,26542,762.625
12741,32750,762.6613756613757
2153,17224,762.6651583710408
10997,30728,762.6836734693877
2108,17162,762.7543859649123
7173,26381,762.7790262172284
13420,33456,762.7828947368421
6877,25927,762.7994791666666
502,15170,762.8115183246073
7088,26149,762.8206686930091
4864,20641,762.8439306358382
7047,26105,762.8450184501845
5834,24850,762.8861788617886
6632,25678,762.9335443037975
11141,30878,762.952380952381
6104,25132,762.96138996139
10832,30557,763.0386740331492
5381,21274,763.0394736842105
11385,31143,763.0620689655173
9746,29028,763.0669642857143
3405,18725,763.0943396226415
3845,19271,763.1167883211679
12134,32124,763.1409090909091
5513,21420,763.1653543307086
10583,30281,763.1762114537445
8818,28094,763.231046931408
10568,30265,763.2415730337078
792,15531,763.2615384615384
6759,25807,763.2666666666667
12196,32189,763.2669683257918
49,14588,763.2824858757062
8456,27732,763.2899628252788
7027,26084,763.312834224599
10674,30383,763.3252032520326
6450,25494,763.3431952662722
8696,27972,763.360153256705
11415,31177,763.3636363636364
7827,27067,763.3686131386861
8912,28188,763.4047619047619
9348,28629,763.4179104477612
11457,31219,763.505376344086
13048,33074,763.5365853658536
1336,16226,763.5466666666666
6197,25230,763.5539906103286
6257,25291,763.5759493670886
4590,20184,763.5952380952381
11792,31577,763.6119402985074
5259,21136,763.6381909547739
5402,21297,763.6492537313433
205,14785,763.6567164179105
9022,28299,763.6709511568123
6618,25664,763.686170212766
12760,32769,763.7211538461538
12839,32859,763.7410071942446
12019,32006,763.7631578947369
11126,30862,763.7709497206704
6857,25907,763.7767857142857
6455,25499,763.7990654205607
13156,33186,763.8097826086956
7982,27223,763.81640625
11203,30945,763.8333333333334
9135,28414,763.890052356021
13121,33148,763.9029850746268
10427,30112,763.9545454545455
13314,33347,763.9798657718121
8467,27743,763.9902912621359
2119,17177,764.0130718954248
11544,31309,764.0178571428571
3582,18940,764.0202702702703
9027,28304,764.111821086262
1090,15906,764.1179775280899
594,15290,764.1228070175439
7830,27070,764.1542288557214
10170,29818,764.1650943396227
3935,19377,764.2882882882883
1890,16895,764.3
7767,27004,764.3030303030303
11123,30859,764.3254437869823
7418,26637,764.3385826771654
9613,28895,764.346875
11246,30993,764.3472222222222
7384,26602,764.3508196721311
2585,17738,764.370786516854
13024,33049,764.4161849710982
10730,30448,764.4294478527607
12113,32102,764.4475138121547
244,14839,764.5478260869565
9882,29176,764.5575757575757
8988,28264,764.5991561181435
204,14783,764.6
6154,25186,764.6176470588235
12712,32721,764.6296296296297
5903,24922,764.6353591160221
8541,27817,764.6446700507614
3018,18259,764.6878612716763
1173,16014,764.696682464455
11693,31468,764.7184466019418
9056,28335,764.7550200803213
7375,26593,764.7617328519856
2976,18208,764.7713004484305
756,15479,764.7975708502024
6944,25999,764.8075880758807
13351,33386,764.8139534883721
12815,32833,764.8157894736842
4077,19549,764.8421052631579
10867,30594,764.8592592592593
12255,32250,764.9014084507043
5684,21629,764.90625
8703,27979,764.9121621621622
8782,28058,764.9172413793103
7408,26626,764.9475409836066
11226,30972,764.9715909090909
8863,28139,764.9853658536585
8179,27454,765.0071174377224
6497,25543,765.008064516129
7686,26922,765.013986013986
9181,28460,765.0289855072464
12977,33002,765.038961038961
12851,32871,765.050925925926
2904,18126,765.0722891566265
11422,31184,765.1021505376344
2360,17467,765.1570680628272
13358,33393,765.1578947368421
118,14670,765.1747967479674
12288,32285,765.1838235294117
7564,26799,765.1844660194175
4941,20754,765.1851851851852
13036,33061,765.185628742515
10477,30169,765.1964285714286
3358,18673,765.2276785714286
1363,16258,765.2457142857143
5753,21781,765.2745098039215
7180,26388,765.282131661442
5776,24772,765.3071428571428
9963,29360,765.3509615384615
6479,25524,765.3684210526316
1318,16205,765.3809523809524
7132,26339,765.4
4841,20608,765.4060913705583
2632,17795,765.4074074074074
11393,31155,765.4090909090909
12410,32408,765.45197740113
5492,21397,765.504854368932
454,15102,765.5443037974684
1584,16530,765.5612903225806
11927,31852,765.5966850828729
5928,24951,765.611374407583
9168,28447,765.6702127659574
2080,17127,765.704347826087
6881,25931,765.7064676616916
979,15771,765.7387387387388
9791,29074,765.745
10800,30523,765.7521367521367
12471,32471,765.7868020304569
10080,29707,765.8019801980198
839,15593,765.8030303030303
6442,25486,765.8428093645485
12434,32433,765.8452380952381
4750,20375,765.8545454545455
10305,29982,765.8779342723004
6595,25641,765.8877887788778
8318,27594,765.8952380952381
6707,25754,765.8993055555555
13015,33040,765.9082125603865
9468,28750,765.9169230769231
457,15106,765.9537037037037
7118,26324,766.01
5042,20871,766.0229007633587
5252,21128,766.0692307692308
11249,30996,766.078947368421
5843,24859,766.1100323624595
10428,30113,766.1383647798742
10679,30388,766.139175257732
9086,28365,766.185294117647
3352,18667,766.2037037037037
3220,18507,766.2222222222222
4352,19893,766.2378640776699
1754,16741,766.2396694214876
13167,33197,766.2439024390244
4387,19942,766.2476190476191
10128,29764,766.2484076433121
9199,28478,766.2558746736293
13205,33235,766.2608695652174
12182,32174,766.2944444444445
13377,33413,766.295
8073,27316,766.296803652968
13081,33108,766.2980769230769
4897,20699,766.3247422680413
9797,29080,766.3872340425532
7944,27185,766.4043209876543
12355,32353,766.4388489208633
4338,19874,766.445652173913
12604,32609,766.450643776824
11795,31580,766.4736842105264
5138,20997,766.4824561403509
8869,28145,766.4835820895522
9867,29161,766.4878048780488
7485,26718,766.4884393063584
7306,26519,766.498127340824
8390,27666,766.5207100591716
4771,20522,766.5238095238095
8113,27386,766.530303030303
7813,27050,766.5425531914893
814,15559,766.5576923076923
5802,24817,766.5714285714286
1813,16810,766.579268292683
6123,25151,766.5813953488372
4878,20657,766.6067415730337
9001,28278,766.6193353474321
4634,20233,766.6626506024096
12942,32964,766.6629213483146
9299,28580,766.675925925926
231,14821,766.6978417266187
8959,28235,766.7540983606557
8675,27951,766.7609427609427
12638,32644,766.7810218978102
1809,16806,766.8191489361702
9217,28496,766.8208469055375
10841,30567,766.8235294117648
13391,33427,766.8354430379746
11222,30966,766.8417721518987
11915,31823,766.8421052631579
2788,17982,766.8539823008849
12115,32105,766.8571428571429
9359,28640,766.8782894736842
13041,33067,766.8787878787879
8721,27997,766.8790560471977
524,15196,766.8819444444445
4640,20241,766.8823529411765
3607,18973,766.8852459016393
12624,32630,766.8915662650602
1501,16433,766.903743315508
7388,26606,766.9115384615385
11501,31264,766.9171597633136
2490,17625,766.9378881987577
9682,28964,766.952380952381
1276,16149,767.0
11674,31448,767.0115606936416
2970,18202,767.0234375
12732,32741,767.0923913043479
391,15022,767.0952380952381
8614,27890,767.1021377672209
2397,17517,767.1288343558282
6620,25666,767.140625
7629,26864,767.14440433213
10021,29419,767.1465201465202
12357,32355,767.1492537313433
6273,25308,767.1595092024539
9784,29067,767.182119205298
9382,28663,767.1947194719472
12574,32579,767.2292993630573
11749,31527,767.2331606217616
7060,26119,767.2887029288703
6468,25513,767.3005464480874
7921,27162,767.3310344827586
13227,33258,767.3478260869565
7544,26778,767.3576923076923
11315,31071,767.4
9413,28695,767.4108527131783
1217,16074,767.4149377593361
8291,27567,767.4322033898305
6540,25586,767.4404761904761
7963,27204,767.4601449275362
9776,29059,767.4679487179487
6457,25502,767.473309608541
2938,18164,767.551724137931
12416,32414,767.59375
7059,26118,767.596214511041
5725,21677,767.6335877862596
3495,18834,767.6466165413534
10615,30316,767.6574074074074
7511,26744,767.6628352490421
4268,19786,767.6785714285714
6417,25459,767.6804511278195
3997,19454,767.6898148148148
877,15640,767.7578125
8398,27674,767.7819314641745
13249,33281,767.7918781725888
10868,30595,767.7950310559006
4966,20786,767.8142857142857
10864,30591,767.8235294117648
4767,20518,767.838174273859
6372,25412,767.8505747126437
8150,27424,767.9076923076923
12379,32377,767.921875
4009,19469,767.9425837320574
8894,28170,767.9642857142857
7829,27069,767.9828080229227
4350,19891,768.0064516129032
12099,32088,768.008695652174
6617,25663,768.0089285714286
7771,27008,768.0300751879699
7355,26571,768.0328947368421
10845,30571,768.0514285714286
13175,33205,768.0621761658031
8059,27301,768.0778816199377
4946,20763,768.0787401574803
7559,26794,768.1016042780749
13449,33546,768.1091954022988
5902,24920,768.1740890688259
12997,33022,768.188524590164
3780,19193,768.233870967742
3435,18763,768.2357723577236
7314,26527,768.2489270386266
10463,30151,768.3137254901961
9307,28588,768.3333333333334
9937,29334,768.3470149253732
3058,18307,768.3544973544973
1142,15970,768.3567251461989
10642,30351,768.4534161490683
9855,29149,768.4572864321608
3515,18857,768.4670658682635
12623,32629,768.4784946236559
8604,27880,768.4785276073619
1899,16907,768.4880382775119
6241,25275,768.5105633802817
9880,29174,768.5245901639345
2297,17392,768.5621890547263
1150,15983,768.568306010929
10922,30652,768.5858585858585
8251,27527,768.5880398671096
13125,33152,768.5915492957746
7931,27172,768.6030534351145
380,15009,768.6103896103896
6795,25843,768.636815920398
11334,31090,768.6521739130435
2774,17968,768.6525423728814
925,15700,768.6793893129772
11950,31901,768.6804733727811
2212,17290,768.6973684210526
1933,16957,768.7005347593583
10824,30547,768.734693877551
8841,28117,768.751724137931
6701,25748,768.7960784313725
3445,18775,768.8489583333334
11048,30781,768.8518518518518
2160,17231,768.8771929824561
4835,20600,768.8783068783068
13135,33162,768.8947368421053
13064,33090,768.8977272727273
10089,29719,768.917808219178
12947,32969,768.950354609929
10292,29969,768.9516129032259
3299,18602,768.9519230769231
6990,26047,768.9647577092511
8924,28200,768.9739583333334
1771,16761,768.9805825242719
409,15043,768.9921875
6008,25032,768.9945504087193
6852,25901,768.9961685823755
4764,20513,769.0
12599,32604,769.0588235294117
12076,32064,769.1160714285714
13217,33247,769.16
9262,28543,769.1640211640212
8710,27986,769.1644295302013
4557,20147,769.1789473684211
3678,19063,769.1939655172414
6670,25716,769.1986754966888
873,15636,769.2176870748299
4321,19853,769.2488038277512
4826,20589,769.2751937984497
6142,25171,769.3183856502242
9278,28559,769.3267973856209
8773,28049,769.3486590038315
11081,30814,769.3519553072625
8276,27552,769.3971014492754
12713,32722,769.4105960264901
1495,16424,769.4350282485875
12184,32176,769.5
2522,17663,769.5166666666667
8443,27719,769.5277777777778
9356,28637,769.53
6389,25431,769.5352112676056
11224,30968,769.5541401273886
12530,32532,769.5681818181819
10915,30645,769.575
1165,16003,769.5819209039548
164,14726,769.6029411764706
6019,25043,769.6212121212121
9666,28948,769.625730994152
13072,33099,769.6441717791411
1178,16019,769.672131147541
8939,28215,769.6958041958042
2654,17824,769.7352941176471
11266,31015,769.81
9935,29331,769.814606741573
6295,25330,769.8315789473684
8224,27499,769.8478260869565
3302,18606,769.859872611465
6657,25703,769.875
11428,31190,769.9097222222222
2417,17543,769.9245283018868
7017,26074,769.9321266968326
5268,21147,769.9346733668342
7145,26352,769.9891598915989
7625,26860,769.9894736842106
11761,31539,769.9945945945946
9096,28375,770.0274725274726
8184,27459,770.0335365853658
12850,32870,770.047619047619
9952,29349,770.0534591194969
7581,26816,770.0813559322033
11562,31329,770.0967741935484
2272,17360,770.1111111111111
13147,33174,770.125
2421,17547,770.1308016877637
12903,32924,770.1375661375662
11578,31345,770.1543624161073
10019,29417,770.1681415929204
3604,18967,770.183962264151
8101,27374,770.1858974358975
12720,32729,770.2631578947369
870,15631,770.2727272727273
9224,28503,770.2742857142857
3986,19438,770.2756756756756
773,15504,770.3026315789474
10886,30614,770.3108808290156
7500,26733,770.3156028368794
4896,20698,770.3188405797101
10518,30212,770.3308823529412
10264,29941,770.370786516854
10014,29412,770.4025695931477
10610,30311,770.4071428571428
5598,21523,770.4087591240876
1877,16881,770.4256198347107
5948,24971,770.4458598726114
3398,18718,770.453781512605
4106,19580,770.4734513274336
10359,30037,770.52
1920,16942,770.5220883534137
11888,31780,770.5245098039215
7734,26970,770.560975609756
4990,20814,770.574074074074
12301,32298,770.6081081081081
13114,33141,770.6223404255319
2070,17114,770.625
8716,27992,770.626923076923
9483,28765,770.6279069767442
9197,28476,770.6609686609687
12631,32637,770.6620370370371
6070,25096,770.6717557251908
9226,28505,770.6886446886447
11625,31395,770.7028571428572
11516,31279,770.7089201877934
4554,20144,770.7195767195767
8681,27957,770.7264150943396
55,14594,770.7512953367876
11338,31094,770.7524752475248
8314,27590,770.7536231884058
12998,33023,770.7806451612903
9501,28783,770.7852112676056
9094,28373,770.7871485943775
1093,15911,770.84
8570,27846,770.8571428571429
2358,17465,770.8828828828829
155,14717,770.9109947643979
8605,27881,770.9234693877551
6475,25520,770.9235880398671
9484,28766,770.9252336448598
466,15119,770.9372197309417
9139,28418,770.9431818181819
7599,26834,770.9521126760563
12220,32215,770.9689119170985
7049,26107,770.9702233250621
9548,28830,771.0
11838,31629,771.0070422535211
2495,17630,771.0392156862745
7766,27003,771.0478260869565
5580,21503,771.0759493670886
6262,25296,771.095
12474,32474,771.144578313253
7234,26445,771.1627906976744
9223,28502,771.1660516605166
5415,21310,771.1695906432749
10241,29916,771.2258064516129
11530,31294,771.2385321100918
12918,32939,771.27
12812,32830,771.2751091703057
2694,17874,771.2879581151833
9263,28544,771.2905982905983
10320,29997,771.3050847457627
11460,31222,771.3088235294117
5682,21627,771.3144104803494
11269,31018,771.3236994219653
6984,26041,771.324894514768
8837,28113,771.3590733590734
5749,21757,771.4024390243902
8053,27295,771.4137931034483
3870,19302,771.4423076923077
522,15194,771.4486486486486
7534,26768,771.4615384615385
7419,26638,771.468438538206
7472,26705,771.4711538461538
6548,25594,771.4921052631579
11534,31299,771.4943820224719
6757,25805,771.4972375690608
109,14658,771.5071428571429
1381,16284,771.5103092783505
13236,33267,771.5309734513274
6434,25478,771.5903614457832
5873,24890,771.62
10503,30197,771.7
9554,28836,771.7032967032967
6353,25392,771.7594936708861
3658,19038,771.7623762376238
9593,28875,771.7975903614458
9576,28858,771.81843575419
2173,17246,771.8235294117648
0,14529,771.8553459119497
11375,31133,771.8815165876778
11322,31078,771.8955223880597
11186,30927,771.9047619047619
13392,33428,771.9623655913979
9876,29170,771.9686098654709
5039,20868,772.0
12350,32348,772.0056497175141
13089,33116,772.0153846153846
12723,32732,772.027027027027
10160,29808,772.0508474576271
9761,29044,772.0862068965517
1139,15967,772.1238938053098
7212,26420,772.1266666666667
1904,16917,772.1304347826087
8238,27513,772.1507352941177
9318,28599,772.1632653061224
5495,21400,772.1682242990654
6541,25587,772.2078651685393
7233,26444,772.2101910828026
5571,21490,772.2378378378378
7192,26400,772.2386363636364
10617,30320,772.2411347517731
6717,25764,772.2418300653595
10252,29927,772.2487562189054
1929,16951,772.2773109243698
8729,28005,772.2820512820513
6997,26054,772.2869565217392
8250,27526,772.3070175438596
894,15662,772.3248407643312
8353,27629,772.3415233415234
1903,16916,772.3470588235294
10471,30163,772.3553719008264
12067,32055,772.3793103448276
8160,27435,772.39375
2127,17189,772.4042553191489
12072,32060,772.4193548387096
5117,20969,772.42
6989,26046,772.4311111111111
2245,17330,772.4453125
6284,25319,772.4806451612903
2693,17873,772.5132743362832
11440,31202,772.5208333333334
8262,27538,772.5242718446602
9888,29182,772.5285714285715
1218,16077,772.55
10781,30502,772.5825242718447
8252,27528,772.6059602649007
741,15460,772.6148648648649
10549,30245,772.616935483871
5974,24997,772.6398713826367
9427,28709,772.6658163265306
10342,30019,772.668918918919
582,15273,772.6867469879518
46,14585,772.6894409937888
9698,28980,772.6900826446281
1314,16201,772.6913043478261
3741,19136,772.7396449704142
7051,26109,772.7630522088353
11660,31434,772.7641025641026
919,15693,772.7777777777778
11878,31670,772.8072289156627
8964,28240,772.8551401869158
8110,27383,772.8654970760234
11158,30897,772.8679245283018
13009,33034,772.8858695652174
10835,30560,772.8942731277533
6938,25993,772.9386503067485
8212,27487,772.9507692307692
10334,30011,772.9596412556053
2072,17116,772.9710144927536
13274,33306,773.0165289256198
12665,32672,773.0229885057471
9502,28784,773.0240963855422
10181,29850,773.0537634408602
6525,25571,773.0787401574803
6157,25189,773.0972222222222
9560,28842,773.1157205240174
254,14856,773.1578947368421
6660,25706,773.1804733727811
11634,31404,773.1846153846154
4540,20129,773.2079207920792
11778,31559,773.2119815668203
10693,30409,773.2131979695431
4113,19589,773.24
12466,32466,773.2422360248447
6347,25385,773.2567237163814
9242,28523,773.2599118942732
10794,30517,773.2808988764045
7171,26379,773.3003194888179
8156,27431,773.3198847262248
6260,25294,773.3636363636364
2734,17924,773.3644859813085
12683,32690,773.3680555555555
12064,32052,773.3743315508021
12331,32329,773.3933333333333
226,14814,773.3951612903226
10064,29685,773.4029850746268
7063,26122,773.4206642066421
1974,17003,773.4533333333334
1204,16056,773.4851485148515
13214,33244,773.4873417721519
9966,29363,773.4884488448845
12591,32596,773.4904458598726
10470,30162,773.5304347826087
4010,19470,773.5446808510638
60,14599,773.5524861878453
6213,25246,773.5547169811321
2975,18207,773.5669291338583
3988,19440,773.578125
7293,26506,773.5931232091691
11942,31892,773.6084656084656
9460,28742,773.6405529953917
145,14704,773.6590038314176
3504,18844,773.6742857142857
13182,33212,773.6774193548387
7835,27076,773.6891891891892
13019,33044,773.7142857142857
484,15145,773.7209302325581
11284,31036,773.7469879518072
8347,27623,773.75
6939,25994,773.756183745583
12268,32264,773.8085106382979
8176,27451,773.8145454545455
12472,32472,773.8229166666666
13398,33434,773.8306010928961
6974,26030,773.8629629629629
9138,28417,773.8643216080402
12491,32491,773.8759689922481
1306,16190,773.9019607843137
1011,15807,773.9638009049773
1640,16596,773.9661016949152
7855,27096,773.9731343283582
9743,29025,773.9810126582279
5750,21760,773.9861751152074
9214,28493,774.0
7151,26358,774.0035842293906
10776,30497,774.0058139534884
11965,31944,774.0077519379845
6953,26008,774.0114942528736
7909,27150,774.0147601476015
6414,25456,774.0208333333334
968,15757,774.0392156862745
13282,33314,774.075117370892
893,15661,774.1686746987951
10391,30073,774.2125
3983,19434,774.2191780821918
7277,26490,774.2371794871794
8640,27916,774.2426035502958
12677,32684,774.245508982036
8182,27457,774.2583892617449
10548,30244,774.2755102040817
1803,16799,774.2924528301887
6785,25833,774.3148148148148
7377,26595,774.3181818181819
11478,31241,774.3197026022304
6194,25227,774.3283132530121
4216,19725,774.3291666666667
7809,27046,774.3435114503817
4856,20626,774.3560606060606
2374,17489,774.3703703703703
7514,26748,774.3801652892562
9783,29066,774.4112903225806
9141,28420,774.4425531914893
6926,25980,774.4516129032259
8203,27478,774.4633204633204
13129,33156,774.48322147651
6780,25828,774.4925925925926
5694,21641,774.5058139534884
3249,18542,774.5187969924812
8909,28185,774.525641025641
1860,16863,774.5414634146341
8990,28266,774.5516304347826
6087,25113,774.5607235142119
6121,25149,774.6375661375662
1010,15806,774.6446280991736
4090,19563,774.6686390532544
9892,29186,774.6739130434783
9656,28938,774.679012345679
9165,28444,774.7033898305085
6268,25303,774.7053571428571
12600,32605,774.7185929648241
6297,25332,774.7386363636364
4596,20190,774.744
3253,18546,774.7570093457944
13099,33126,774.7615894039735
12615,32621,774.7678571428571
7890,27131,774.7697368421053
608,15308,774.7884615384615
10963,30694,774.7953216374269
6633,25679,774.8222222222222
12516,32517,774.8319327731092
9619,28901,774.9030612244898
8591,27867,774.911196911197
10190,29859,774.9197080291971
9315,28596,774.9638157894736
9510,28792,774.9651898734177
7521,26755,774.972972972973
3322,18629,774.9961977186312
3246,18539,775.0
1720,16701,775.0066666666667
10520,30214,775.0601851851852
9396,28678,775.060606060606
3258,18553,775.0693641618498
13033,33058,775.075
12337,32335,775.0855263157895
1113,15937,775.0869565217391
12168,32160,775.0943396226415
5167,21029,775.1116279069768
13233,33264,775.1186440677966
4863,20640,775.123076923077
12259,32255,775.1410256410256
1211,16067,775.1632653061224
5397,21292,775.188679245283
1943,16968,775.2010309278351
12154,32146,775.225165562914
12620,32626,775.2325581395348
6571,25617,775.2837837837837
10072,29695,775.2899159663865
11735,31513,775.2914285714286
7571,26806,775.3142857142857
7248,26459,775.3384615384615
7492,26725,775.3451957295374
3197,18478,775.3837209302326
7194,26402,775.4204946996466
13029,33054,775.435
12269,32265,775.4472049689441
4733,20356,775.4702970297029
8656,27932,775.4929178470255
4468,20043,775.5148514851485
11110,30846,775.5304347826087
12480,32480,775.5416666666666
390,15021,775.542372881356
10254,29929,775.5637254901961
8317,27593,775.5687022900763
1532,16470,775.575
5640,21574,775.5776397515529
2974,18206,775.5854922279793
10399,30081,775.6040268456376
2542,17687,775.622641509434
10969,30700,775.6228571428571
10397,30079,775.6303317535545
7446,26678,775.6579710144928
7495,26728,775.6638888888889
5813,24828,775.6666666666666
7603,26838,775.6803278688525
8441,27717,775.7329192546584
5618,21548,775.7336956521739
11390,31152,775.734693877551
4401,19958,775.7440758293839
9570,28852,775.7506493506494
2795,17990,775.758064516129
1782,16774,775.7741935483871
1783,16775,775.7758620689655
6925,25979,775.804979253112
7783,27020,775.8090909090909
1611,16564,775.8130841121496
12211,32204,775.8424242424243
4811,20570,775.8571428571429
6272,25307,775.8757062146892
7999,27240,775.8867924528302
6622,25668,775.9163179916318
8452,27728,775.9375
9857,29151,775.9717514124294
12366,32364,775.9719626168225
12308,32306,775.983606557377
5848,24864,776.0442477876106
10084,29712,776.060606060606
8263,27539,776.0610328638497
13210,33240,776.0639534883721
5198,21063,776.0714285714286
5510,21417,776.1016042780749
8926,28202,776.1070336391438
9931,29327,776.1162790697674
6100,25128,776.1280276816609
12695,32702,776.1751824817518
9234,28514,776.1858190709047
6761,25809,776.1914893617021
5342,21234,776.2222222222222
2255,17342,776.2238267148015
13302,33335,776.2562814070352
6359,25399,776.2727272727273
2353,17459,776.2795698924731
5551,21465,776.2826086956521
8105,27378,776.2873563218391
7449,26681,776.2914110429448
10671,30380,776.3053435114504
12274,32270,776.3387096774194
12527,32529,776.3575757575758
7491,26724,776.3577981651376
9014,28291,776.4282178217821
5652,21587,776.4336917562724
7635,26870,776.448275862069
2210,17288,776.4504504504505
4857,20632,776.4510638297872
3195,18475,776.4756097560976
4672,20283,776.4947916666666
12437,32436,776.5263157894736
13013,33038,776.5368852459017
11490,31253,776.5378151260504
9507,28789,776.5718562874251
1529,16467,776.5737704918033
10015,29413,776.5755102040816
9879,29173,776.5991561181435
8715,27991,776.6106194690266
8481,27757,776.6276276276276
7586,26821,776.6412213740458
10272,29949,776.654028436019
10299,29976,776.6627906976744
891,15658,776.6641509433962
469,15127,776.6684782608696
3683,19068,776.6958525345622
6333,25370,776.7
6322,25358,776.7017543859649
13286,33318,776.703125
6631,25677,776.704871060172
3743,19139,776.7062146892655
6178,25211,776.70796460177
6661,25707,776.7095709570957
9114,28393,776.7680798004988
7632,26867,776.8179104477612
2185,17260,776.8314606741573
5183,21046,776.8376068376068
6964,26020,776.8464566929134
69,14612,776.8490566037735
5080,20929,776.8692307692307
12460,32460,776.8703703703703
7253,26464,776.8805031446541
6267,25302,776.9025423728814
8555,27831,776.9485714285714
3509,18850,776.9518518518519
9136,28415,776.9647435897435
10849,30575,776.9774436090225
12404,32402,776.9940828402367
3696,19083,777.0068027210884
12335,32333,777.0184331797235
1317,16204,777.0243902439024
13339,33373,777.028735632184
10573,30271,777.039408866995
5730,21688,777.0645161290323
1103,15924,777.0650887573964
10390,30072,777.0652173913044
6225,25258,777.0652173913044
5141,21000,777.0689655172414
9936,29332,777.0752688172043
10230,29902,777.1057692307693
2554,17699,777.1142857142858
2218,17298,777.1153846153846
4471,20049,777.1327014218009
11763,31541,777.1337579617834
12905,32926,777.1612903225806
9568,28850,777.1622516556291
5127,20983,777.1636363636363
6898,25950,777.1662404092071
3850,19278,777.179104477612
13174,33204,777.209090909091
10265,29942,777.2446043165468
7067,26127,777.2652173913043
8074,27325,777.2941176470588
12156,32148,777.3157894736842
12052,32040,777.3266331658291
1146,15975,777.3348416289592
