,bikeid,mean_tripduration
5729,21684,833.4014084507043
11623,31393,833.4145077720207
5727,21679,833.4406779661017
11906,31800,833.4728682170543
2951,18181,833.4761904761905
738,15456,833.4827586206897
2371,17484,833.4976303317535
12521,32522,833.5243243243243
2997,18234,833.5272727272727
818,15566,833.5438596491229
6914,25968,833.562962962963
12469,32469,833.5828220858896
1050,15861,833.5846153846154
4177,19673,833.6059113300493
11756,31534,833.6078431372549
12655,32662,833.6119402985074
4830,20593,833.63
2228,17310,833.6306306306307
12786,32804,833.6369426751593
7775,27012,833.6451612903226
9513,28795,833.6576923076923
9717,28999,833.6677115987461
9216,28495,833.6778523489933
11926,31851,833.6936936936937
3304,18609,833.6944444444445
2617,17777,833.7106598984772
5719,21671,833.7287449392712
11703,31478,833.7674418604652
7816,27054,833.7810650887574
7070,26130,833.7875816993464
6782,25830,833.8
1524,16461,833.8315789473684
3160,18427,833.8456790123457
3241,18533,833.8477157360406
7038,26096,833.8547717842324
9598,28880,833.8579710144927
4553,20143,833.8620689655172
4001,19460,833.8623853211009
4849,20618,833.8626373626373
1005,15801,833.8642533936652
10437,30123,833.8728813559322
6601,25647,833.8883928571429
6726,25774,833.8888888888889
2914,18137,833.9076923076923
1666,16631,833.912
11196,30938,833.9216867469879
11503,31266,833.9244186046511
4651,20253,833.933014354067
11877,31669,833.9611111111111
12218,32213,833.9714285714285
10856,30582,833.9779411764706
13152,33182,833.9845360824743
7177,26385,834.0
4524,20112,834.0184049079754
9486,28768,834.0198300283286
1977,17006,834.0282258064516
2316,17416,834.0306748466257
8417,27693,834.0412087912088
7869,27110,834.0606860158312
7950,27191,834.0690789473684
9437,28719,834.0852017937219
4799,20556,834.0867052023121
7677,26913,834.0912698412699
3100,18356,834.1631205673759
11564,31331,834.1709844559585
5262,21141,834.1714285714286
11025,30757,834.1757575757575
2908,18130,834.184
6404,25446,834.1986970684039
12916,32937,834.2
5646,21580,834.2100456621005
9007,28284,834.2169117647059
6545,25591,834.2298136645962
2481,17615,834.2352941176471
10809,30532,834.2385321100918
4591,20185,834.2435897435897
6126,25155,834.2474226804123
799,15540,834.25
9628,28910,834.2662721893491
7072,26132,834.2752293577981
5047,20879,834.282722513089
3360,18675,834.2991803278688
8178,27453,834.3112244897959
8518,27794,834.3163841807909
8747,28023,834.3190476190476
892,15660,834.359756097561
7549,26784,834.360655737705
9446,28728,834.3649851632048
7474,26707,834.3862660944206
8200,27475,834.4027149321267
770,15499,834.4375
5241,21115,834.4484536082474
7272,26485,834.4519230769231
3333,18643,834.4691943127962
7952,27193,834.4929577464789
913,15686,834.4972972972973
13164,33194,834.5
10430,30115,834.5098039215686
5031,20859,834.5145631067961
6575,25621,834.5296610169491
8310,27586,834.5384615384615
5852,24868,834.570351758794
5288,21172,834.5705128205128
1834,16834,834.5744680851063
7282,26495,834.5930599369085
2031,17071,834.5932203389831
7087,26147,834.5942857142857
8300,27576,834.625
10225,29896,834.6292682926829
3867,19298,834.6444444444444
6665,25711,834.6681415929204
1001,15797,834.6689655172414
1170,16009,834.6753246753246
5866,24883,834.6806451612903
5832,24848,834.6980198019802
6831,25880,834.7142857142857
7165,26373,834.7191780821918
9458,28740,834.7222222222222
443,15086,834.725
7190,26398,834.7263843648209
6733,25781,834.7328990228013
6637,25683,834.7396694214876
6250,25284,834.7489361702128
6133,25162,834.7534246575342
40,14579,834.7540983606557
5923,24943,834.7566844919786
717,15432,834.7657142857142
4748,20373,834.7681818181818
104,14653,834.772972972973
2925,18149,834.7898089171974
8975,28251,834.8358974358974
6037,25062,834.8545454545455
12995,33020,834.8742857142857
2820,18021,834.8829787234042
6261,25295,834.8883720930232
5625,21556,834.8967136150235
11843,31634,834.9009009009009
8854,28130,834.9142857142857
7825,27065,834.9213483146067
11632,31402,834.954081632653
4853,20622,834.9647887323944
4617,20213,834.9732620320856
8994,28270,835.0172910662824
1575,16520,835.0179640718563
10002,29400,835.0682593856656
9296,28577,835.0774647887324
8885,28161,835.0915032679738
6394,25436,835.1036789297659
4043,19508,835.1116071428571
9982,29380,835.1121495327103
4552,20142,835.13
9688,28970,835.1702127659574
11587,31355,835.1746987951807
11683,31457,835.2009803921569
5392,21287,835.2061403508771
1817,16815,835.2097902097902
13144,33171,835.2131147540983
10903,30631,835.2214765100671
9976,29374,835.2320261437909
4049,19515,835.2538860103627
2570,17719,835.28125
3908,19344,835.2866242038217
7937,27178,835.3011049723757
8531,27807,835.3015873015873
11398,31160,835.3300970873786
8396,27672,835.3375394321766
12544,32547,835.3881578947369
7441,26673,835.3898305084746
7341,26555,835.4545454545455
11996,31983,835.4619883040936
9650,28932,835.4980392156863
3351,18666,835.52
6180,25213,835.5220994475138
13185,33215,835.5322580645161
10138,29777,835.5872093023256
7607,26842,835.615107913669
5538,21450,835.6245353159851
7609,26844,835.6415770609319
4041,19506,835.65
1156,15990,835.6624203821656
7769,27006,835.6978417266187
2767,17960,835.7142857142857
9402,28684,835.7383177570093
11568,31335,835.7407407407408
9559,28841,835.7713310580205
5567,21485,835.7809523809524
7925,27166,835.7872340425532
9642,28924,835.7881355932203
3964,19409,835.7896995708154
3535,18880,835.7966101694915
8089,27362,835.8136645962733
13108,33135,835.8148148148148
9945,29342,835.8355437665782
10756,30476,835.9311594202899
3589,18949,835.9428571428572
10261,29937,835.9551282051282
5724,21676,835.9698275862069
3675,19058,836.0
1868,16872,836.0163265306122
11397,31159,836.0215053763441
12178,32170,836.0243902439024
3525,18869,836.036809815951
5901,24919,836.0454545454545
3992,19445,836.058201058201
309,14922,836.0588235294117
13204,33234,836.059633027523
128,14683,836.0756302521008
883,15648,836.0890052356021
7560,26795,836.1271820448878
5565,21482,836.136690647482
8873,28149,836.163323782235
7329,26543,836.1967871485944
9854,29148,836.2094861660079
269,14876,836.2169312169312
9635,28917,836.2463768115942
6060,25086,836.2478632478633
1880,16884,836.2534246575342
1302,16185,836.2583333333333
4639,20240,836.285140562249
1098,15919,836.2857142857143
9928,29324,836.2946859903382
5800,24815,836.2961538461539
7498,26731,836.3142857142857
9939,29336,836.320707070707
1812,16809,836.3257575757576
1968,16995,836.3333333333334
7242,26453,836.3344827586207
7871,27112,836.3440860215054
3378,18694,836.3461538461538
5190,21053,836.3480662983426
12041,32029,836.3825136612022
8427,27703,836.4027303754266
13130,33157,836.4142011834319
11020,30752,836.4238410596026
6902,25955,836.4324324324324
9113,28392,836.4444444444445
9193,28472,836.4467455621302
13223,33254,836.448275862069
4599,20193,836.46
4013,19473,836.4634146341464
8491,27767,836.4649446494465
10998,30729,836.4660633484162
9238,28519,836.477341389728
11614,31384,836.4786729857819
6356,25396,836.4811715481171
3905,19341,836.4860335195531
5246,21121,836.5
9067,28346,836.511811023622
1867,16871,836.5263157894736
6718,25765,836.5477386934673
11831,31620,836.5844155844156
6625,25671,836.5990566037735
8598,27874,836.5994550408719
8397,27673,836.6201298701299
9472,28754,836.6302521008404
10214,29884,836.6476190476191
4310,19835,836.6476683937824
1373,16272,836.6485355648535
9662,28944,836.7128027681661
11499,31262,836.7218045112782
12635,32641,836.7277777777778
9089,28368,836.7386759581882
10530,30224,836.7450980392157
9146,28425,836.7512953367876
9451,28733,836.7532467532468
2354,17460,836.7631578947369
11355,31112,836.7708333333334
7094,26183,836.7837837837837
1096,15915,836.8042328042328
9281,28562,836.8122605363984
12901,32922,836.8285714285714
6880,25930,836.8344370860927
752,15474,836.8371040723982
5058,20892,836.84
6413,25455,836.8405797101449
3860,19291,836.8425925925926
1266,16136,836.8477366255144
6166,25199,836.8498023715415
3194,18474,836.867088607595
3711,19098,836.8832116788321
638,15341,836.8979591836735
6866,25916,836.910071942446
6611,25657,836.9449838187702
11624,31394,836.9569892473119
9700,28982,836.96
11551,31316,836.9748427672956
3789,19205,836.9805194805194
10384,30066,837.0173410404624
3350,18665,837.0288461538462
7872,27113,837.0310344827586
3219,18504,837.0388349514564
6500,25546,837.064606741573
3272,18571,837.070796460177
6379,25419,837.0829694323144
11782,31564,837.0840336134454
565,15252,837.0886075949367
4238,19749,837.0896551724138
7891,27132,837.0940366972477
9175,28454,837.1160409556314
5479,21382,837.1290322580645
8408,27684,837.1497584541063
4330,19862,837.1658767772511
6546,25592,837.1814516129032
11917,31827,837.2098765432099
13160,33190,837.2105263157895
8868,28144,837.2108262108262
3402,18722,837.2166666666667
6425,25468,837.219512195122
7930,27171,837.223880597015
12033,32021,837.2413793103449
13218,33248,837.25
5601,21527,837.2542372881356
5219,21086,837.2954545454545
12032,32020,837.3032786885246
7881,27122,837.3183183183183
7176,26384,837.3190789473684
11881,31673,837.3248407643312
8230,27505,837.3342465753425
3008,18248,837.3348214285714
3349,18664,837.3373493975904
10974,30705,837.3404255319149
1659,16621,837.3411764705883
8401,27677,837.3539518900344
3276,18575,837.3608695652174
12263,32259,837.3734939759037
250,14852,837.392523364486
3765,19169,837.4056224899598
12004,31991,837.4278846153846
7611,26846,837.4371859296482
19,14552,837.468992248062
10871,30598,837.4868421052631
8914,28190,837.4885844748859
5003,20830,837.4947735191638
6441,25485,837.4979919678715
5237,21111,837.5095785440614
2548,17693,837.5118644067796
6321,25357,837.543918918919
4032,19496,837.5700934579439
7539,26773,837.6086956521739
12672,32679,837.6319018404907
3664,19045,837.635294117647
11508,31271,837.6458333333334
5176,21039,837.6497461928934
9828,29115,837.6501901140684
1766,16755,837.6590909090909
611,15312,837.6697674418605
6551,25597,837.671875
7140,26347,837.6764705882352
9657,28939,837.6865671641791
1137,15964,837.738775510204
11913,31818,837.7409638554217
11650,31423,837.741935483871
2819,18019,837.7428571428571
9279,28560,837.7511737089202
1262,16132,837.75956284153
7796,27033,837.7643097643098
12368,32366,837.8066298342542
10319,29996,837.8163265306123
5276,21159,837.8185483870968
6798,25846,837.8362989323844
2296,17391,837.8406374501992
1293,16174,837.843137254902
9518,28800,837.8622222222223
8412,27688,837.891129032258
7034,26092,837.891447368421
7448,26680,837.9162561576354
2036,17077,837.9206349206349
11936,31882,837.9509803921569
2785,17979,837.9561403508771
3464,18796,837.9664429530201
12123,32113,837.9774011299435
2009,17045,837.9934640522875
2862,18074,838.0235294117647
11128,30864,838.0295857988166
11850,31641,838.0451977401129
6181,25214,838.045918367347
6547,25593,838.054347826087
8003,27244,838.0954198473282
5024,20852,838.1071428571429
3344,18658,838.112676056338
8187,27462,838.1625
6036,25061,838.1631419939577
4717,20340,838.1720430107526
8638,27914,838.1818181818181
5987,25010,838.1885714285714
38,14577,838.1902834008097
6360,25400,838.1960227272727
8405,27681,838.1962264150943
5543,21455,838.2020202020202
4555,20145,838.2111801242236
6478,25523,838.2158054711247
4250,19767,838.2299465240642
4905,20710,838.244131455399
6867,25917,838.2442748091603
5361,21253,838.2444444444444
997,15793,838.2826086956521
7610,26845,838.2836538461538
6288,25323,838.2857142857143
3016,18256,838.2941176470588
10990,30721,838.3532608695652
1205,16058,838.356783919598
11507,31270,838.360824742268
8663,27939,838.3674911660777
4648,20249,838.3714285714286
643,15347,838.4042553191489
2463,17594,838.4048780487805
1136,15963,838.416149068323
2174,17248,838.4235294117647
11241,30988,838.4256756756756
2120,17180,838.4411764705883
12834,32854,838.4458598726114
10984,30715,838.4621212121212
8540,27816,838.485049833887
3513,18854,838.485549132948
6586,25632,838.4967105263158
1486,16414,838.5191256830601
12962,32986,838.5217391304348
13425,33461,838.5846994535519
13243,33274,838.59375
7984,27225,838.5992063492064
9590,28872,838.639344262295
7633,26868,838.6645569620254
4341,19879,838.6796875
3820,19242,838.7058823529412
2140,17207,838.7058823529412
3883,19318,838.734375
12495,32495,838.7396449704142
550,15231,838.7481481481482
8513,27789,838.7548076923077
7598,26833,838.7730061349694
12690,32697,838.8097014925373
98,14647,838.8253968253969
7947,27188,838.8310991957104
4828,20591,838.8474576271186
6950,26005,838.8645833333334
11214,30957,838.8705035971223
12742,32751,838.8755980861245
8572,27848,838.9100257069409
13077,33104,838.9150326797386
3588,18948,838.9404761904761
7386,26604,838.9520547945206
1571,16515,838.9550173010381
3313,18620,838.9635036496351
4018,19481,838.9723756906077
9577,28859,838.9892086330935
8754,28030,839.0118577075099
7348,26564,839.0473537604457
8642,27918,839.0586666666667
11668,31442,839.0625
10148,29793,839.064039408867
8833,28109,839.0679886685552
10387,30069,839.0837209302325
10825,30548,839.098445595855
12341,32339,839.1102941176471
10686,30396,839.1328671328671
2394,17512,839.2063492063492
11819,31608,839.2094594594595
2619,17780,839.2286995515695
2599,17756,839.2321428571429
7653,26889,839.236914600551
813,15558,839.2555555555556
1927,16949,839.2899408284023
4377,19920,839.33203125
11680,31454,839.336
11672,31446,839.3370786516854
7030,26088,839.3418530351438
1418,16330,839.3522727272727
12553,32556,839.3684210526316
5446,21345,839.3689839572193
4635,20235,839.3714285714286
8797,28073,839.3723958333334
6760,25808,839.3809523809524
8861,28137,839.3846153846154
4253,19770,839.3961038961039
8850,28126,839.3970588235294
9615,28897,839.4293785310734
8332,27608,839.4295302013422
7468,26700,839.455764075067
759,15482,839.4691943127962
3091,18345,839.4695340501792
505,15174,839.4802631578947
1456,16380,839.4924623115578
4104,19578,839.5022026431718
6507,25553,839.5260869565218
4862,20638,839.5523465703972
7251,26462,839.5763358778626
11059,30792,839.5952380952381
6629,25675,839.6428571428571
12921,32942,839.6451612903226
8159,27434,839.6789772727273
7168,26376,839.6846473029045
4373,19916,839.6851851851852
2063,17107,839.7391304347826
3676,19059,839.7413793103449
8371,27647,839.7528957528957
4977,20799,839.7604790419161
8933,28209,839.7638888888889
1432,16347,839.804347826087
2489,17624,839.8111587982833
632,15334,839.8222222222222
1216,16073,839.8962962962963
6281,25316,839.9010600706714
2320,17421,839.9059829059829
941,15722,839.9389671361503
12017,32004,839.9447852760736
12845,32865,839.9742268041238
4346,19884,840.0
3389,18705,840.0
6051,25077,840.0175953079179
12958,32982,840.0189873417721
12844,32864,840.0197368421053
4498,20080,840.0306748466257
2666,17838,840.047619047619
6912,25966,840.0528455284552
822,15572,840.1015625
7114,26320,840.1056105610561
8002,27243,840.1067615658363
849,15603,840.125
5009,20836,840.132
10404,30086,840.1351351351351
8012,27253,840.1376811594203
7533,26767,840.1535714285715
8485,27761,840.1643192488262
970,15759,840.1656441717791
11935,31880,840.2021276595744
3875,19307,840.2086330935252
3531,18876,840.219298245614
10413,30096,840.2513661202186
301,14914,840.2782608695652
12264,32260,840.2847682119206
9878,29172,840.296052631579
11297,31052,840.3037974683544
13067,33093,840.3081395348837
6229,25262,840.3142857142857
8016,27257,840.3178294573644
9884,29178,840.3395061728395
7558,26793,840.3488372093024
1283,16160,840.3522012578617
10612,30313,840.3558282208589
9664,28946,840.3613445378152
2966,18198,840.3726708074535
6172,25205,840.3829787234042
6236,25270,840.3885350318471
4360,19901,840.3924050632911
8814,28090,840.41
7481,26714,840.4112426035502
4527,20115,840.4228187919463
4587,20181,840.4268774703557
9405,28687,840.4463276836158
423,15062,840.506329113924
12653,32660,840.5491803278688
12520,32521,840.5866666666667
8979,28255,840.5917721518987
6006,25030,840.6
131,14686,840.6065573770492
10110,29742,840.6284153005464
6139,25168,840.6326530612245
6096,25123,840.6394230769231
7260,26472,840.6677524429967
9722,29004,840.6945812807882
5568,21486,840.7078189300412
584,15276,840.7357142857143
11884,31727,840.752427184466
2312,17411,840.7589285714286
10326,30003,840.75935828877
5858,24874,840.7659574468086
6752,25800,840.7774294670846
10547,30243,840.7822580645161
6216,25249,840.7854077253219
5520,21427,840.8
430,15069,840.8260869565217
9630,28912,840.8349206349206
3966,19412,840.8493723849373
3323,18630,840.8494623655914
4571,20164,840.8630136986301
7760,26997,840.8884462151394
4,14533,840.8928571428571
1191,16035,840.8962962962963
7638,26873,840.8992805755396
10492,30185,840.9567901234568
865,15626,840.9782608695652
6054,25080,840.9862068965517
6175,25208,840.9947643979058
10931,30662,841.0108695652174
8744,28020,841.0149253731344
12722,32731,841.0233918128655
4838,20603,841.0243902439024
6799,25847,841.0271186440677
5847,24863,841.0557768924302
4544,20134,841.0610328638497
7605,26840,841.0705128205128
6275,25310,841.074074074074
3480,18813,841.1105263157895
7164,26372,841.1117824773414
3942,19384,841.1237623762377
8496,27772,841.1322580645161
2462,17593,841.1357142857142
1324,16213,841.1363636363636
3000,18238,841.1397849462365
11163,30902,841.1490683229814
4439,20004,841.150289017341
6839,25888,841.1756756756756
8416,27692,841.1887550200803
7214,26422,841.2268041237113
12660,32667,841.2314814814815
6064,25090,841.2492307692307
8592,27868,841.256484149856
736,15454,841.271186440678
7568,26803,841.3039215686274
5084,20933,841.313492063492
4319,19849,841.3333333333334
2190,17266,841.3555555555556
7656,26892,841.3663003663004
5898,24916,841.3684210526316
7258,26469,841.3908629441624
9108,28387,841.4018264840182
10652,30361,841.4060606060606
9815,29098,841.4191780821918
10669,30378,841.4516129032259
7,14536,841.4771929824561
6067,25093,841.5192307692307
12489,32489,841.520202020202
5378,21271,841.5373134328358
6581,25627,841.5405405405405
3104,18362,841.5590551181102
8935,28211,841.5833333333334
12299,32296,841.6
1665,16628,841.6053639846743
1296,16177,841.6197183098592
7795,27032,841.6222222222223
7488,26721,841.6246246246246
4194,19698,841.6318407960199
1535,16474,841.6728971962617
1478,16404,841.6835443037975
1040,15846,841.7009803921569
6602,25648,841.7133105802047
11641,31414,841.7162162162163
8566,27842,841.7449275362319
6456,25501,841.7486033519554
6222,25255,841.7552083333334
4153,19640,841.7570093457944
6952,26007,841.7790055248619
1846,16849,841.7829787234042
8871,28147,841.7838709677419
4022,19486,841.7980295566502
10175,29823,841.8062015503876
7131,26338,841.8278481012658
3893,19328,841.8319327731092
512,15183,841.8418604651163
7123,26330,841.8478260869565
9174,28453,841.8571428571429
10285,29962,841.8682926829268
12791,32809,841.8947368421053
1734,16716,841.9197080291971
5386,21280,841.9208333333333
9085,28364,841.9477611940298
9804,29087,841.9817073170732
9585,28867,841.9916317991632
11445,31207,842.0
1973,17002,842.0076923076923
811,15556,842.00826446281
2595,17751,842.030303030303
10363,30041,842.0402010050251
12551,32554,842.0410958904109
4600,20194,842.0509554140127
8836,28112,842.0608465608466
11256,31004,842.0864197530864
1252,16120,842.1088082901555
12162,32154,842.1497326203208
7354,26570,842.1582278481013
11466,31229,842.1666666666666
3613,18980,842.1666666666666
4785,20539,842.17
8457,27733,842.1722488038278
8842,28118,842.1764705882352
5790,24805,842.1764705882352
1332,16221,842.1768707482993
10068,29691,842.2096774193549
9273,28554,842.2105263157895
7532,26766,842.2201492537314
11345,31101,842.2312138728323
6398,25440,842.2363636363636
2055,17099,842.2484076433121
8468,27744,842.2578616352201
9147,28426,842.2592592592592
3617,18985,842.2692307692307
11588,31356,842.2745098039215
6182,25215,842.3003533568905
5267,21146,842.3130434782609
8826,28102,842.325925925926
1578,16523,842.3770491803278
1994,17026,842.3897058823529
8707,27983,842.4119718309859
10069,29692,842.4230769230769
6211,25244,842.4904214559386
13224,33255,842.4924623115578
7061,26120,842.4982206405693
9403,28685,842.5320512820513
2545,17690,842.5380710659898
11711,31487,842.5847953216374
442,15085,842.6071428571429
4223,19732,842.609375
3884,19319,842.6137931034483
9066,28345,842.6274509803922
9622,28904,842.6459948320413
3774,19179,842.65234375
2023,17062,842.6684491978609
6341,25378,842.6798561151079
8232,27507,842.6907630522088
9352,28633,842.6951566951567
3742,19138,842.7134146341464
12990,33015,842.7207792207793
273,14881,842.7266666666667
2456,17587,842.7329545454545
7997,27238,842.7491638795987
964,15751,842.75
2826,18029,842.7912621359224
2769,17962,842.8
8768,28044,842.8014981273408
5769,24357,842.8045977011494
10718,30434,842.8070175438596
6423,25465,842.8078175895765
2115,17171,842.8193277310925
691,15404,842.8374384236453
1038,15844,842.8379629629629
3059,18309,842.8514285714285
10836,30561,842.8681318681319
9970,29367,842.976833976834
9050,28329,843.0
1743,16726,843.0121951219512
8430,27706,843.0275590551181
6786,25834,843.036253776435
519,15190,843.0511363636364
12508,32509,843.0526315789474
12195,32188,843.0552486187845
4936,20746,843.058201058201
7920,27161,843.0774410774411
9088,28367,843.0993788819876
7787,27024,843.1008064516129
7471,26704,843.1086956521739
1497,16426,843.1101321585903
8815,28091,843.1119402985074
2921,18145,843.1321585903083
9171,28450,843.1330049261084
9134,28413,843.1604938271605
10840,30566,843.1621621621622
10926,30656,843.2
4285,19807,843.2043010752689
6850,25899,843.2169811320755
675,15385,843.2196531791908
4384,19937,843.2201834862385
13363,33398,843.2283464566929
7877,27118,843.231527093596
12920,32941,843.2407407407408
5862,24878,843.2543352601156
6120,25148,843.2857142857143
10939,30670,843.2922077922078
1457,16381,843.2964824120603
4754,20382,843.2986111111111
9023,28300,843.3076923076923
8479,27755,843.3092105263158
6185,25218,843.3146853146853
7847,27088,843.3152709359606
1345,16237,843.3210526315789
3709,19096,843.3277777777778
32,14570,843.4125
12780,32798,843.4144736842105
9093,28372,843.4170854271357
10453,30140,843.4333333333333
7716,26952,843.4378881987577
9989,29387,843.4558823529412
1718,16699,843.4592592592593
2949,18178,843.46875
7467,26699,843.4870848708487
11433,31195,843.4875
7770,27007,843.4936170212766
7679,26915,843.4941176470588
1768,16758,843.5076923076923
4822,20585,843.5154639175257
12864,32885,843.5267857142857
12493,32493,843.5341365461848
4278,19800,843.5576923076923
2042,17085,843.5796460176991
4738,20361,843.5882352941177
9569,28851,843.6041666666666
8129,27402,843.6065573770492
3226,18516,843.6304347826087
8852,28128,843.6359447004609
7651,26887,843.6571428571428
4963,20782,843.6573426573426
1736,16719,843.6627906976744
561,15248,843.6701570680628
11696,31471,843.679104477612
3836,19260,843.6944444444445
10635,30341,843.7004405286343
621,15322,843.7092198581561
1722,16703,843.7136563876652
8581,27857,843.7151898734177
2853,18063,843.7207207207207
3447,18777,843.7457627118644
7310,26523,843.7471698113208
8823,28099,843.7523809523809
9422,28704,843.7577319587629
3169,18440,843.7655172413793
8023,27264,843.7798507462686
13240,33271,843.7810650887574
11844,31635,843.7871287128713
12971,32996,843.7926829268292
10071,29694,843.8139534883721
1402,16311,843.8408163265306
7850,27091,843.8515625
3143,18405,843.8706896551724
5026,20854,843.8786610878661
8875,28151,843.9047619047619
7673,26909,843.9164179104478
12861,32882,843.9444444444445
4428,19993,843.953488372093
9716,28998,843.9595141700405
7928,27169,843.964705882353
11532,31297,843.9677419354839
902,15674,843.969696969697
7792,27029,843.9919678714859
4421,19986,844.006968641115
2847,18057,844.0227272727273
3282,18582,844.0403726708074
2243,17326,844.0436681222708
927,15703,844.0450450450451
8017,27258,844.0529100529101
4256,19774,844.0536398467433
12776,32791,844.0625
9418,28700,844.0657894736842
3727,19115,844.0693069306931
1015,15812,844.0787401574803
10540,30235,844.0824175824176
722,15438,844.0843373493976
11860,31651,844.0886699507389
264,14869,844.1054852320675
398,15030,844.1224489795918
5583,21506,844.1381215469613
4813,20573,844.1470588235294
5355,21247,844.1519607843137
9173,28452,844.1528150134048
1179,16020,844.1649484536083
7762,26999,844.1871794871795
11335,31091,844.1913580246913
7636,26871,844.1969696969697
678,15390,844.2007434944238
767,15494,844.2072072072073
7724,26960,844.215139442231
4810,20569,844.25
6664,25710,844.2703862660944
4412,19972,844.2804232804233
3782,19195,844.33125
7084,26144,844.3355263157895
7204,26412,844.3549488054607
10664,30373,844.3636363636364
7337,26551,844.4137931034483
11107,30843,844.4372093023255
1362,16257,844.4484848484849
12280,32277,844.4662921348314
5726,21678,844.4677419354839
9643,28925,844.4958677685951
10316,29993,844.5243243243243
6243,25277,844.5331010452961
5078,20925,844.5384615384615
10167,29815,844.5393939393939
2842,18051,844.5481481481481
2635,17800,844.5513513513514
3960,19405,844.5621890547263
2321,17422,844.5767441860465
7340,26554,844.5857142857143
11280,31032,844.5963302752293
2558,17703,844.5982532751092
2437,17565,844.6114285714285
2275,17363,844.6166666666667
266,14873,844.632911392405
8996,28272,844.6452702702703
10728,30445,844.6568047337278
7939,27180,844.73125
11734,31512,844.7352941176471
3146,18409,844.7486910994764
25,14561,844.7664670658683
6949,26004,844.7708978328174
6124,25152,844.7947882736156
10957,30688,844.8070175438596
2843,18053,844.8090909090909
6343,25381,844.8280542986425
3440,18769,844.8375
4462,20034,844.8418367346939
11873,31664,844.84375
3717,19104,844.84375
9835,29129,844.8713235294117
6922,25976,844.8767772511849
11207,30949,844.9166666666666
9683,28965,844.9288025889967
4375,19918,844.942084942085
8712,27988,844.9483870967742
5184,21047,844.953125
2873,18089,844.9634703196347
1620,16573,844.9714285714285
8843,28119,845.0129449838188
2593,17749,845.0195121951219
10618,30321,845.0544217687075
9669,28951,845.065934065934
8507,27783,845.0769230769231
8978,28254,845.0794701986755
9729,29011,845.0808383233533
5436,21335,845.1234042553192
2651,17821,845.1590909090909
10310,29987,845.176
2692,17872,845.1901408450705
8565,27841,845.2147435897435
570,15258,845.2171428571429
12964,32988,845.2450980392157
2741,17931,845.2602739726027
828,15580,845.2615384615384
8199,27474,845.2681818181818
7807,27044,845.2739361702128
8880,28156,845.2942779291553
88,14633,845.3031674208145
6534,25580,845.3046357615895
13334,33367,845.3189189189189
9668,28950,845.3404255319149
5263,21142,845.3441558441558
8338,27614,845.3485477178423
6592,25638,845.3573883161512
1256,16125,845.360655737705
4929,20739,845.3623853211009
6970,26026,845.3675889328064
8756,28032,845.3680781758958
11464,31227,845.4018691588785
12142,32133,845.4026845637584
11864,31655,845.4029126213592
2770,17963,845.4090909090909
1048,15858,845.4110429447853
8245,27521,845.4454828660436
5593,21517,845.478431372549
3715,19102,845.489898989899
5849,24865,845.507299270073
4484,20064,845.5248226950355
5411,21306,845.5414012738853
7752,26989,845.5450819672132
2867,18082,845.546875
4609,20205,845.5533333333333
1157,15991,845.5539568345324
2033,17074,845.554945054945
9300,28581,845.5714285714286
9993,29391,845.5943661971831
6699,25746,845.6140350877193
6572,25618,845.6292517006802
5432,21331,845.6363636363636
13186,33216,845.6435643564356
8720,27996,845.6470588235294
3494,18833,845.6511627906976
345,14963,845.6602870813397
2239,17322,845.6691176470588
10606,30307,845.6715328467153
6101,25129,845.6728624535316
7316,26529,845.67578125
10357,30035,845.758064516129
449,15096,845.7674418604652
5352,21244,845.7777777777778
8391,27667,845.7951807228916
921,15695,845.8235294117648
5048,20880,845.8299319727892
3601,18964,845.8430232558139
966,15754,845.8444444444444
4128,19610,845.8638743455498
2250,17336,845.8691588785047
7264,26477,845.8709677419355
1569,16513,845.9253731343283
4357,19898,845.9295774647887
1705,16682,845.932735426009
4876,20654,845.9398148148148
4888,20686,845.954356846473
2480,17612,845.9664429530201
4131,19613,845.9787234042553
7885,27126,845.984
13206,33236,846.0
1260,16130,846.0
11740,31518,846.0206896551724
10951,30682,846.0359712230215
5770,24734,846.0428571428571
1370,16268,846.0903614457832
2209,17287,846.0978260869565
9436,28718,846.1583333333333
9825,29112,846.1597633136095
7968,27209,846.1639344262295
5092,20941,846.1724137931035
5994,25017,846.1772151898734
3919,19359,846.179347826087
9768,29051,846.2027027027027
7074,26134,846.2214022140222
882,15647,846.2214765100671
8153,27427,846.2423312883435
4082,19555,846.2581967213115
4638,20239,846.264
1075,15890,846.2672413793103
2155,17226,846.2764705882353
195,14774,846.2784810126582
4534,20122,846.2918918918919
11494,31257,846.2945205479452
3264,18563,846.3023255813954
11023,30755,846.3351063829788
12832,32852,846.34008097166
8989,28265,846.3804347826087
2628,17789,846.412213740458
12663,32670,846.4166666666666
5932,24955,846.431506849315
9220,28499,846.448160535117
4923,20731,846.4596774193549
6574,25620,846.4985074626866
4367,19909,846.5026178010471
10826,30549,846.5028248587571
7396,26614,846.5140186915888
12805,32823,846.5410628019324
12813,32831,846.5467980295566
1159,15996,846.5487179487179
7504,26737,846.5536231884058
3764,19165,846.5537634408602
11356,31113,846.5568181818181
973,15763,846.5639097744361
7432,26664,846.5879629629629
12897,32918,846.6398104265403
10367,30045,846.6540540540541
6269,25304,846.6753246753246
1826,16825,846.6786885245901
